source,target,weight
Precommissural nucleus,Central linear nucleus raphe,5
Anterior hypothalamic central part,Cuneiform nucleus,5
Anterior hypothalamic central part,Anteromedial nucleus of thalamus ventral part,5
Anterior hypothalamic central part,Interanterodorsal nucleus of the thalamus,5
Anterior hypothalamic central part,Lateral dorsal nucleus of thalamus,5
Anterior hypothalamic central part,Mediodorsal nucleus of the thalamus medial part,5
Anterior hypothalamic central part,Field CA3,5
Anterior hypothalamic central part,Subiculum ventral part,5
Anterior hypothalamic central part,Field CA1,5
Anterior hypothalamic central part,Paraventricular nucleus of the thalamus,5
Anterior hypothalamic central part,Paraventricular nucleus of the thalamus,5
Anterior hypothalamic central part,Parataenial nucleus,5
Anterior hypothalamic central part,Infralimbic area,5
Anterior hypothalamic central part,Nucleus reuniens,5
Anterior hypothalamic central part,Prelimbic area,5
Anterior hypothalamic central part,Nucleus reuniens rostral division,5
Anterior hypothalamic central part,Basolateral nucleus of the amygdala posterior part,5
Anterior hypothalamic central part,Basomedial nucleus of the amygdala anterior part,5
Anterior hypothalamic central part,Basomedial nucleus of the amygdala posterior part,5
Anterior hypothalamic central part,Posterior nucleus of the amygdala,5
Anterior hypothalamic central part,Nucleus reuniens rostral division ventral part,5
Anterior hypothalamic central part,Nucleus reuniens rostral division lateral part,5
Anterior hypothalamic central part,Rhomboid nucleus,5
Anterior hypothalamic central part,Central medial nucleus of the thalamus,5
Anterior hypothalamic posterior part,Lateral hypothalamic area,5
Anterior hypothalamic posterior part,Bed nuclei of the stria terminalis anterior division anterodorsal area,5
Anterior hypothalamic posterior part,Bed nuclei of the stria terminalis posterior division interfascicular nucleus,5
Anterior hypothalamic posterior part,Bed nuclei of the stria terminalis posterior division transverse nucleus,5
Anterior hypothalamic posterior part,Medial preoptic area,5
Anterior hypothalamic posterior part,Paraventricular nucleus of the hypothalamus  parvicellular division  anterior parvicellular part,5
Precommissural nucleus,Retrorubral area,5
Anterior hypothalamic posterior part,Anterior periventricular nucleus of the hypothalamus,5
Anterior hypothalamic posterior part,Dorsomedial nucleus of the hypothalamus,5
Anterior hypothalamic posterior part,Dorsomedial nucleus of the hypothalamus anterior part,5
area 7,nucleus caudatus; head  medial  central,2
Anterior hypothalamic posterior part,Intermediate periventricular nucleus of the hypothalamus,5
Precommissural nucleus,Pedunculopontine nucleus,5
Anterior hypothalamic posterior part,Posterior periventricular nucleus of the hypothalamus,5
Anterior hypothalamic posterior part,Medial preoptic nucleus lateral part,5
Anterior hypothalamic posterior part,Anterior hypothalamic nucleus anterior part,5
Anterior hypothalamic posterior part,Anterior hypothalamic central part,5
Anterior hypothalamic posterior part,Ventromedial nucleus of the hypothalamus dorsomedial part,5
Anterior hypothalamic posterior part,Ventromedial nucleus of the hypothalamus dorsomedial part,5
Anterior hypothalamic posterior part,Ventromedial nucleus of the hypothalamus central part,5
area 7,nucleus caudatus; head  medial  dorsal,2
Anterior hypothalamic posterior part,Supramammillary nucleus medial part,5
Anterior hypothalamic posterior part,Dorsal premammillary nucleus,5
Anterior hypothalamic posterior part,Dorsal premammillary nucleus,5
Anterior hypothalamic posterior part,Dorsal premammillary nucleus,5
Anterior hypothalamic posterior part,Medial mammillary nucleus,5
Anterior hypothalamic posterior part,Posterior hypothalamic nucleus,5
Anterior hypothalamic posterior part,Lateral preoptic area,5
Anterior hypothalamic posterior part,Lateral hypothalamic area,5
area 7,putamen; caudal  intermediate  central,2
Anterior hypothalamic posterior part,Lateral habenula,5
Anterior hypothalamic posterior part,Zona incerta,5
Anterior hypothalamic posterior part,Zona incerta,5
Anterior hypothalamic posterior part,Peripeduncular nucleus,5
Anterior hypothalamic posterior part,Subparafascicular nucleus magnocellular part,5
cortical area 3b,second somatosensory area of cerebral cortex,2
area 7,putamen; caudal  intermediate  ventral,2
Retrosplenial cortex Area 29c,Retrosplenial cortex Area 29c,5
cortical area 4,cortical areas 1 & 2,2
Anterior hypothalamic posterior part,Septofimbrial nucleus,5
Anterior hypothalamic posterior part,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone dorsal region medial domain,5
Anterior hypothalamic posterior part,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone,5
Anterior hypothalamic posterior part,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone lateral region,5
Lateral Entorhinal Area,Subiculum,5
Anterior hypothalamic posterior part,Superior colliculus intermediate gray layer,5
CA3,CA3,5
Lateral Entorhinal Area,Medial Entorhinal Area,5
Anterior hypothalamic posterior part,Superior colliculus intermediate deep gray layer,5
Anterior hypothalamic posterior part,Nucleus of the posterior commissure,5
Anterior hypothalamic posterior part,Medial pretectal area,5
CA1,Retrosplenial cortex Area 29c,5
Medial Entorhinal Area,Subiculum,5
area 7,putamen; caudal  lateral  central,2
Anterior hypothalamic posterior part,Precommissural nucleus,5
Anterior hypothalamic posterior part,Precommissural nucleus,5
Anterior hypothalamic posterior part,Periaqueductal gray ventrolateral division,5
Postrhinal cortex,Retrosplenial cortex Area 29ab unspecified,5
Anterior hypothalamic posterior part,Mesencephalic reticular nucleus,5
Subiculum,EC,5
Anterior hypothalamic posterior part,Cuneiform nucleus,5
area 7,putamen; caudal  lateral  ventral,2
EC,Postrhinal cortex,5
CA1,CA1,5
Anterior hypothalamic posterior part,Subiculum ventral part,5
Anterior hypothalamic posterior part,Field CA1,5
Anterior hypothalamic posterior part,Field CA3,5
Anterior hypothalamic posterior part,Paraventricular nucleus of the thalamus,5
Anterior hypothalamic posterior part,Parataenial nucleus,5
PER,Lateral Entorhinal Area,5
Anterior hypothalamic posterior part,Nucleus reuniens rostral division,5
Anterior hypothalamic posterior part,Nucleus reuniens rostral division ventral part,5
Anterior hypothalamic posterior part,Nucleus reuniens rostral division lateral part,5
13,mediodorsal nucleus of thalamus,2
area 10,area 11,2
Anterior hypothalamic dorsal part,Dorsomedial nucleus of the hypothalamus,5
area 10,anterior cingulate area 24,2
Anterior hypothalamic dorsal part,Dorsal premammillary nucleus,5
Anterior hypothalamic dorsal part,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone dorsal region medial domain,5
Anterior hypothalamic dorsal part,Nucleus reuniens rostral division,5
Suprachiasmatic nucleus,Lateral hypothalamic area,5
Suprachiasmatic nucleus,Bed nuclei of the stria terminalis,5
Suprachiasmatic nucleus,Bed nuclei of the stria terminalis,5
Suprachiasmatic nucleus,Bed nuclei of the stria terminalis,5
Suprachiasmatic nucleus,Bed nuclei of the stria terminalis interfascicular  nucleus,5
Suprachiasmatic nucleus,Bed nuclei of the stria terminalis transverse nucleus,5
Precommissural nucleus,Cuneiform nucleus,5
Suprachiasmatic nucleus,Vascular organ of the lamina terminalis,5
Suprachiasmatic nucleus,Suprachiasmatic preoptic nucleus,5
Suprachiasmatic nucleus,Median preoptic nucleus,5
Suprachiasmatic nucleus,Median preoptic nucleus,5
Suprachiasmatic nucleus,Anteroventral periventricular nucleus,5
area 10,lateral area 12,2
Suprachiasmatic nucleus,Anteroventral periventricular nucleus,5
Suprachiasmatic nucleus,Preoptic periventricular nucleus,5
Suprachiasmatic nucleus,Preoptic periventricular nucleus,5
Suprachiasmatic nucleus,Supraoptic nucleus  proper,5
area 10,lateral area 9,2
Suprachiasmatic nucleus,Paraventricular nucleus of the hypothalamus,5
Suprachiasmatic nucleus,Paraventricular hypothalamic nucleus  descending division  medial parvicellular part  ventral zone,5
Suprachiasmatic nucleus,Paraventricular nucleus of the hypothalamus  descending division  medial parvicellular part  ventral zone,5
Suprachiasmatic nucleus,Paraventricular nucleus of the hypothalamus  descending division  dorsal parvicellular part,5
Suprachiasmatic nucleus,Paraventricular hypothalamic nucleus  descending division  dorsal parvicellular part,5
Suprachiasmatic nucleus,Paraventricular nucleus of the hypothalamus  descending division  dorsal parvicellular part,5
Suprachiasmatic nucleus,Paraventricular hypothalamic nucleus  descending division  lateral parvicellular part,5
area 10,cortical area 14  medial part,2
Suprachiasmatic nucleus,Paraventricular hypothalamic nucleus  descending division  forniceal part,5
Suprachiasmatic nucleus,Paraventricular nucleus of the hypothalamus  parvicellular division  periventricular part,5
Suprachiasmatic nucleus,Paraventricular nucleus of the hypothalamus  parvicellular division  anterior parvicellular part,5
area 10,medial area 9,2
Suprachiasmatic nucleus,Paraventricular hypothalamic nucleuss  parvicellular division  anterior parvicellular part,5
Suprachiasmatic nucleus,Paraventricular hypothalamic nucleuss  parvicellular division  anterior parvicellular part,5
Suprachiasmatic nucleus,Paraventricular hypothalamic nucleus  parvicellular division  medial parvicellular part  dorsal zone,5
Suprachiasmatic nucleus,Subparaventricular zone,5
Suprachiasmatic nucleus,Paraventricular hypothalamic nucleus  parvicellular division  medial parvicellular part  dorsal zone,5
Suprachiasmatic nucleus,Paraventricular nucleus of the hypothalamus  parvicellular division  medial parvicellular part  dorsal zone,5
Suprachiasmatic nucleus,Ventromedial nucleus of the hypothalamus,5
Suprachiasmatic nucleus,Paraventricular hypothalamic nucleus  parvicellular division  periventricular part,5
Suprachiasmatic nucleus,Paraventricular nucleus of the hypothalamus  parvicellular division  periventricular part,5
Suprachiasmatic nucleus,Paraventricular hypothalamic nucleus  parvicellular division  periventricular part,5
Suprachiasmatic nucleus,Medial nucleus of the amygdala anterodorsal part,5
Suprachiasmatic nucleus,Medial nucleus of the amygdala posterodorsal part,5
area 10,orbital part of area 12,2
Suprachiasmatic nucleus,Medial nucleus of the amygdala posteroventral part,5
Suprachiasmatic nucleus,Anterior periventricular nucleus of the hypothalamus,5
Suprachiasmatic nucleus,Dorsomedial nucleus of the hypothalamus,5
area 10,orbital part of area 14,2
Suprachiasmatic nucleus,Dorsomedial nucleus of the hypothalamus,5
Suprachiasmatic nucleus,Dorsomedial nucleus of the hypothalamus,5
Suprachiasmatic nucleus,Dorsomedial nucleus of the hypothalamus,5
Suprachiasmatic nucleus,Dorsomedial nucleus of the hypothalamus anterior part,5
Suprachiasmatic nucleus,Dorsomedial nucleus of the hypothalamus posterior part,5
Suprachiasmatic nucleus,Intermediate periventricular nucleus of the hypothalamus,5
Suprachiasmatic nucleus,Intermediate periventricular nucleus of the hypothalamus,5
Suprachiasmatic nucleus,Arcuate nucleus of the hypothalamus,5
Suprachiasmatic nucleus,Arcuate hypothalamic nucleus,5
Suprachiasmatic nucleus,Posterior periventricular nucleus of the hypothalamus,5
Suprachiasmatic nucleus,Medial preoptic nucleus,5
Suprachiasmatic nucleus,Medial preoptic nucleus lateral part,5
Suprachiasmatic nucleus,Medial preoptic nucleus lateral part,5
Suprachiasmatic nucleus,Medial preoptic nucleus medial part,5
area 10,ventral area 10,2
Suprachiasmatic nucleus,Medial preoptic nucleus medial part,5
Suprachiasmatic nucleus,Medial preoptic nucleus central part,5
Suprachiasmatic nucleus,Medial preoptic nucleus central part,5
Suprachiasmatic nucleus,Anterodorsal preoptic nucleus,5
Suprachiasmatic nucleus,Anterodorsal preoptic nucleus,5
Suprachiasmatic nucleus,Anteroventral preoptic nucleus,5
Suprachiasmatic nucleus,Anteroventral preoptic nucleus,5
Suprachiasmatic nucleus,Anterior hypothalamic area,5
Suprachiasmatic nucleus,Anterior hypothalamic nucleus,5
Suprachiasmatic nucleus,Anterior hypothalamic nucleus central part,5
Suprachiasmatic nucleus,Anterior hypothalamic nucleus posterior part,5
Suprachiasmatic nucleus,Anterior hypothalamic nucleus posterior part,5
Suprachiasmatic nucleus,Anterior hypothalamic nucleus posterior part,5
Suprachiasmatic nucleus,Anterior hypothalamic nucleus dorsal part,5
Suprachiasmatic nucleus,Subparaventricular zone,5
mediodorsal nucleus of thalamus,13,2
Suprachiasmatic nucleus,Subparaventricular zone,5
Suprachiasmatic nucleus,Retrochiasmatic area,5
Suprachiasmatic nucleus,Retrochiasmatic area,5
Suprachiasmatic nucleus,Ventromedial nucleus of the hypothalamus,5
Suprachiasmatic nucleus,Ventromedial nucleus of the hypothalamus dorsomedial part,5
Suprachiasmatic nucleus,Ventromedial nucleus of the hypothalamus ventrolateral part,5
Suprachiasmatic nucleus,Ventral premammillary nucleus,5
Suprachiasmatic nucleus,Tuberomammillary nucleus ventral part,5
basal amygdaloid nucleus,area 10,2
Suprachiasmatic nucleus,Posterior hypothalamic nucleus,5
Suprachiasmatic nucleus,Posterior hypothalamic nucleus,5
basal amygdaloid nucleus,area 11,2
Suprachiasmatic nucleus,Lateral hypothalamic area,5
Suprachiasmatic nucleus,Tuberal nucleus,5
Suprachiasmatic nucleus,Intergeniculate leaflet of the lateral geniculate complex,5
basal amygdaloid nucleus,area 12,2
Suprachiasmatic nucleus,Intergeniculate leaflet of the lateral geniculate complex,5
Suprachiasmatic nucleus,Intergeniculate leaflet of the lateral geniculate complex,5
Suprachiasmatic nucleus,Intergeniculate leaflet of the lateral geniculate complex,5
Suprachiasmatic nucleus,Ventral part of the lateral geniculate complex,5
Suprachiasmatic nucleus,Ventral part of the lateral geniculate complex,5
Suprachiasmatic nucleus,Ventral part of the lateral geniculate complex lateral zone,5
Suprachiasmatic nucleus,Ventral part of the lateral geniculate complex medial zone,5
basal amygdaloid nucleus,orbitofrontal area 13,2
Suprachiasmatic nucleus,Lateral septal nucleus,5
